Title,Artist,Year,Genre,path,language,rhythmic_density,num_notes,total_duration,avg_ioi,stdev_ioi,nPVI,periodicity,lz_complexity,norm_lz_complexity,,,,
Yellow Submarine,John Lennon,2007,children's music,"Wikifonia/John Lennon, Paul McCartney - Yellow Submarine.mxl",English,0.986206896551724,143,145,0.708542713567839,0.878184735166852,31.5492957746479,1.28140703517588,54,0.377622377622378,,,,
Meet The Flintstones,Hoyt Curtin,1995,soundtrack cartoon,Wikifonia/Hoyt Curtin - Meet The Flintstones.mxl,English,0.506944444444444,73,144,1.11811023622047,1.06935975567653,41.2962962962963,1.92125984251969,29,0.397260273972603,,,,
Last Night When We Were Young,Harold Arlen,1965,"vocal jazz, jazz, pop, easy listening, vocal, country, jazz vocals, americana, jazz: jazz vocals","Wikifonia/Harold Arlen, E. Y. Harburg - Last Night When We Were Young.mxl",English,0.903846153846154,94,104,0.746153846153846,0.887042378615343,25.5299539170507,2.11153846153846,42,0.446808510638298,,,,
By The Light Of The Silvery Moon,Gus Edwards,1962,Desconocido,"Wikifonia/Gus Edwards, Ed Madden - By The Light Of The Silvery Moon.mxl",English,0.777777777777778,112,144,0.848484848484848,1.06269275246144,41.8103818103818,1.43636363636364,48,0.428571428571429,,,,
Het Dondert En Het Bliksemt,G. Meeuwis,1992,Desconocido,Wikifonia/G. Meeuwis - Het Dondert En Het Bliksemt.mxl,No Lyrics,0.982836495031617,544,553.5,0.798984034833091,0.678734937847919,14.9679908795931,2.33817126269956,111,0.204044117647059,,,,
Breakdown (A Long Way From Home),Kris Kristofferson,1971,"rock, classic country, country, country pop, americana",Wikifonia/Kris Kristofferson - Breakdown (A Long Way From Home).mxl,English,1.12,112,100,0.855855855855856,0.811342418318559,16.5765765765766,2.13513513513513,41,0.366071428571429,,,,
The Chicken,Alfred James Ellis,2014,Desconocido,Wikifonia/Alfred James Ellis - The Chicken.mxl,No Lyrics,0.925,74,80,0.935294117647059,1.95280828747024,34.0990516332982,1.94117647058824,37,0.5,,,,
Remember,Irving  Berlin,1988,"showtunes, musical, soundtrack",Wikifonia/Irving  Berlin - Remember.mxl,English,0.838095238095238,88,105,0.80241935483871,0.784986512076175,23.6343732895457,1.58870967741935,40,0.454545454545455,,,,
The Drupal Song,Jeff Robbins,1963,"country-pop, cowboy, rock, western swing, rock and roll, pop/rock, rock & roll, country, rockabilly, traditional country, honky tonk, nashville sound/countrypolitan, early pop/rock",Wikifonia/Jeff Robbins - The Drupal Song.mxl,English,2.36923076923077,154,65,0.321065989847716,0.279412692084901,16.1344537815126,0.621827411167513,51,0.331168831168831,,,,
Johnny Guitar (Instrumental),Victor Young,1996,"pop rock, rock, rock and roll, instrumental pop, instrumental, power pop, pop/rock, hard rock, electronic, punk, blues rock",Wikifonia/Victor Young - Johnny Guitar (Instrumental).mxl,No Lyrics,1.16666666666667,378,324,0.661855670103093,0.937710522412129,18.4714136438275,1.20618556701031,107,0.283068783068783,,,,
Alig v?rom este legyen,Hungarian folk song,1996,Desconocido,Wikifonia/Hungarian folk song - Alig v?rom este legyen.mxl,Hungarian,1.09375,35,32,0.882352941176471,0.48596210711348,29.4117647058824,1.58823529411765,19,0.542857142857143,,,,
Melody In F,Anton Rubinstein,2004,Desconocido,Wikifonia/Anton Rubinstein - Melody In F.mxl,No Lyrics,1.24489795918367,122,98,0.558139534883721,0.481751918275968,21.0783156237702,1.1046511627907,45,0.368852459016393,,,,
Make It Easy On Yourself,Burt Bacharach,1969,"soul, jazz, brill building, instrumental, pop, easy listening","Wikifonia/Burt Bacharach, Hal David - Make It Easy On Yourself.mxl",English,1.3495145631068,278,206,0.561111111111111,0.563834151694702,44.0521466216944,0.988888888888889,100,0.359712230215827,,,,
Stra,adapted by George Forrest from Borodin's Polovetsian Dances (Gliding Dance Of The Maidens),2024,Desconocido,"Wikifonia/adapted by George Forrest from Borodin's Polovetsian Dances (Gliding Dance Of The Maidens), George Forrest, Robert Wright - Stra.mxl",English,0.833333333333333,160,192,0.959183673469388,0.994047255343473,39.1893780573025,1.81122448979592,65,0.40625,,,,
Air,Henry Purcell,Desconocido,Desconocido,"Wikifonia/Henry Purcell, Andante - Air.mxl",No Lyrics,0.905797101449275,125,138,0.991935483870968,0.9091467795716,17.5499231950845,4.57661290322581,43,0.344,,,,
Bewitched,Richard Rodgers,1940,musical,"Wikifonia/Richard Rodgers, Lorenz Hart - Bewitched.mxl",English,0.832116788321168,114,137,0.826086956521739,0.968864465592071,35.3083298216041,1.61490683229814,49,0.429824561403509,,,,
Domino,Louis Ferrari,2024,soundtrack,"Wikifonia/Louis Ferrari, Don Raye - Domino.mxl",English,0.707070707070707,70,99,1.1547619047619,0.893015858909034,28.5024154589372,3.46428571428571,24,0.342857142857143,,,,
SOME GIRLS ARE BIGGER THAN OTHERS,Marr,1997,Desconocido,"Wikifonia/Marr, Morrissey - SOME GIRLS ARE BIGGER THAN OTHERS.mxl",English,1.10833333333333,133,120,0.696428571428571,0.798233298188639,42.5173885334313,1.23511904761905,60,0.451127819548872,,,,
Yesterday's Songs,Neil Diamond,1981,"pop rock, vocal pop, singer-songwriter, vocal, oldies, soft rock, sunshine pop, soundtrack, ballad, covered by 4, am pop, added/2016/06/26, rock/pop, rock, singer/songwriter, folk rock, remark/well-known, jazz, acoustic pop, pop, contemporary pop/rock, brill building pop, brill building, pop/rock, easy listening, adult contemporary, male vocal, classic rock, baroque pop",Wikifonia/Neil Diamond - Yesterday's Songs.mxl,English,0.947368421052632,72,76,0.778409090909091,1.18431499798947,18.1220657276995,1.10227272727273,28,0.388888888888889,,,,
The Little Drummer Boy,Harry Simeone,1970,"christmas music, holiday, christmas, christmas/holiday","Wikifonia/Harry Simeone, Henry Onorati, Katherine Davis - The Little Drummer Boy.mxl",English,0.673076923076923,70,104,1.20481927710843,1.20998890908567,39.1718426501035,2.02409638554217,31,0.442857142857143,,,,
Harper Valley P.T.A.,Tom T. Hall,1996,"contemporary country, country",Wikifonia/Tom T. Hall - Harper Valley P.T.A..mxl,English,1.0462962962963,113,108,0.784,1.03795182932543,26.5476190476191,1.376,34,0.300884955752212,,,,
"Z?ld az erd?, z?ld a petrezselyem",Hungarian folk song,2021,"electronic, synth-pop, experimental, ambient","Wikifonia/Hungarian folk song - Z?ld az erd?, z?ld a petrezselyem.mxl",Hungarian,1.25,20,16,0.583333333333333,0.448763733927875,45.6140350877193,1.625,11,0.55,,,,
Buffalo Gals,John Hodges,Desconocido,"mathcore, rock, rock and roll, metalcore, southern rock, metal, folk, heavy metal",Wikifonia/John Hodges - Buffalo Gals.mxl,English,1.225,98,80,0.672566371681416,0.579020807184268,21.3058419243986,1.23893805309735,37,0.377551020408163,,,,
One In A Million,Jean Miles and Paul Robi,2005,"soul, pop rock, rock, ballad, pop, pop/rock, country",Wikifonia/Jean Miles and Paul Robi - One In A Million.mxl,English,1.39912280701754,319,228,0.556675062972293,0.513222056523857,35.6124973999851,1.54030226700252,110,0.344827586206897,,,,
Ole Buttermilk Sky,Hoagy Carmichael,2013,Desconocido,"Wikifonia/Hoagy Carmichael, Jack Brooks - Ole Buttermilk Sky.mxl",English,0.990196078431373,202,204,0.757575757575758,0.819933590448421,49.2379372976389,1.47348484848485,82,0.405940594059406,,,,
The Imperial March (Darth Vader's Theme),John Williams,1980,"contemporary classical, dolby atmos, classical music, theme, movie soundtrack, remark/well-known, soundtrack, classical, neo-romantic, dance/by-meter/duple, remark/catchy, contemporary classical music, score, stage and screen",Wikifonia/John Williams - The Imperial March (Darth Vader's Theme).mxl,No Lyrics,1.64285714285714,92,56,0.473684210526316,0.441002174394716,23.2643546929261,0.859649122807017,43,0.467391304347826,,,,
My Mother's Eyes,Abel Baer,2022,Desconocido,"Wikifonia/Abel Baer, Wolfe Gilbert - My Mother's Eyes.mxl",English,0.674242424242424,89,132,0.876712328767123,0.871075629817354,27.9256854256854,1.52054794520548,38,0.426966292134831,,,,
PLANET CLAIRE,Henry Mancini,1979,"alternative rock, rock, pop, pop/rock, alternative pop/rock, alternative/indie rock, punk/new wave, synth-pop, college rock, electronic, new wave, post-punk, dance-rock","Wikifonia/Henry Mancini, B52's - PLANET CLAIRE.mxl",English,0.858974358974359,268,312,1.11764705882353,1.15961941001611,20.8584507460912,11.3382352941176,88,0.328358208955224,,,,
If,David Gates,1978,"pop rock, soft rock, rock, folk rock, pop, country rock",Wikifonia/David Gates - If.mxl,English,0.69078947368421,105,152,1.02836879432624,1.04639375588711,23.9010989010989,2.85106382978723,47,0.447619047619048,,,,
Night Train,Jimmy Forrest,1952,"r b, instrumental, pop, jump blues, rock roll","Wikifonia/Jimmy Forrest, Oscar Washington, Lewis C. Simpkins - Night Train.mxl",English,1.06818181818182,188,176,0.781818181818182,0.929387072526036,23.6108989050165,2.11363636363636,64,0.340425531914894,,,,
Trouble Is A Man,Alec Wilder,1947,instrumental,Wikifonia/Alec Wilder - Trouble Is A Man.mxl,English,1.0375,166,160,0.690045248868779,0.764556376899584,44.5695045695046,1.3710407239819,70,0.421686746987952,,,,
Bone Vamp,Mark Zanter,2005,score,Wikifonia/Mark Zanter - Bone Vamp.mxl,No Lyrics,0.75,87,116,0.953781512605042,1.2298657381096,32.0376522702104,2.54621848739496,37,0.425287356321839,,,,
That Lucky Old Sun,Beasley Smith,2002,"rock, country blues, gospel, pop, blues, country, country pop, bluegrass","Wikifonia/Beasley Smith, Haven Gillespie - That Lucky Old Sun.mxl",English,1.05,105,100,0.685714285714286,0.70036433667173,28.0311355311355,1.34285714285714,41,0.39047619047619,,,,
"Patricia, It's Patricia",Perez Prado,1999,Desconocido,"Wikifonia/Perez Prado, Bob Marcus - Patricia, It's Patricia.mxl",English,0.885416666666667,170,192,1.02732240437158,1.33441906882609,32.3227200150277,4.04371584699454,52,0.305882352941176,,,,
Strode Rode,Sonny Rollins,1957,"hard bop, jazz, bebop, classic jazz, post-bop",Wikifonia/Sonny Rollins - Strode Rode.mxl,No Lyrics,0.705357142857143,79,112,1,0.904135121240359,42.119789042866,2.04285714285714,36,0.455696202531646,,,,
Tema per Pianoforte,Alberto Marafioti,2023,"rock, folk rock, soundtrack, classical, electro, modern classical, electronic, score",Wikifonia/Alberto Marafioti - Tema per Pianoforte.mxl,No Lyrics,0.303571428571429,17,56,0.72,0.412903001792054,29.1666666666667,17.2266666666667,9,0.529411764705882,,,,
Wallpaper Roses,Harold Spina,1967,"easy listening, math rock, rock, post-rock","Wikifonia/Harold Spina, Don Robertson - Wallpaper Roses.mxl",English,0.692857142857143,97,140,0.964285714285714,1.0058925031489,41.1111111111111,1.7,50,0.515463917525773,,,,
"Darling, Je vous aime beaucoup",Anna Sosenko,1960,Desconocido,"Wikifonia/Anna Sosenko - Darling, Je vous aime beaucoup.mxl",English,0.765151515151515,101,132,0.898550724637681,0.827864855179579,28.4222222222222,1.66666666666667,37,0.366336633663366,,,,
It's A Big Wide Wonderful World,John Rox,1963,jazz,Wikifonia/John Rox - It's A Big Wide Wonderful World.mxl,English,0.659722222222222,95,144,1.13821138211382,0.96756507104159,28.1560283687943,3.41463414634146,40,0.421052631578947,,,,
Keep The Home -Fires Burning,Ivor Novello,2005,country,"Wikifonia/Ivor Novello, Lena Guilbert Ford - Keep The Home -Fires Burning.mxl",English,0.942307692307692,147,156,0.713615023474178,0.659250474596946,30.6623513472828,1.42723004694836,60,0.408163265306122,,,,
The Lazy Song,Bruno Mars,2011,"pop rock, chart hits;, rhythm & blues, singer-songwriter, electro, electronic, r b, soft rock, new jack swing, dance, acoustic, funk, dj battle tool, reggae-pop, rock, pop, pop rap, hip hop, funk / soul, pop soul, r&b, soul, contemporary r&b, house, adult contemporary, western hip-hop/rap, pop reggae",Wikifonia/Bruno Mars - The Lazy Song.mxl,No Lyrics,1.05128205128205,164,156,0.7734375,0.735606790520871,30.5015093972149,2.0703125,54,0.329268292682927,,,,
Didn't We,Jimmy Webb,1970,"movie soundtrack, rock, soundtrack, ballad, pop, singer-songwriter, country, score",Wikifonia/Jimmy Webb - Didn't We.mxl,English,0.784722222222222,113,144,0.896774193548387,0.90285706758895,42.749433106576,1.66451612903226,54,0.47787610619469,,,,
Mary Morison,Trad. Bide Ye Yet,1993,Desconocido,"Wikifonia/Trad. Bide Ye Yet, Robert Burns - Mary Morison.mxl",English,1.10294117647059,75,68,0.623762376237624,0.50446491892503,20.990990990991,1.87128712871287,32,0.426666666666667,,,,
It's Nice To Go Trav'ling,James Van Heusen,1958,"vocal pop, vocal jazz, jazz, ballad, pop, traditional pop, easy listening, vocal, swing, big band","Wikifonia/James Van Heusen, Sammy Cahn - It's Nice To Go Trav'ling.mxl",English,0.886029411764706,241,272,0.701570680628272,0.842693767638319,31.5742443830679,1.18717277486911,95,0.394190871369295,,,,
I Couldn't Sleep A Wink Last Night,Jimmy McHugh,2019,Desconocido,"Wikifonia/Jimmy McHugh, Harold Adamson - I Couldn't Sleep A Wink Last Night.mxl",English,1.17045454545455,103,88,0.566433566433566,0.526360249942421,36.1437908496732,1.12587412587413,49,0.475728155339806,,,,
Two Guitars,Traditional,1992,Desconocido,Wikifonia/Traditional - Two Guitars.mxl,No Lyrics,1.01041666666667,97,96,0.814159292035398,0.561267096298286,26.7592592592593,2.20353982300885,38,0.391752577319588,,,,
I Love You Best Of All,Tell Taylor,1976,Desconocido,Wikifonia/Tell Taylor - I Love You Best Of All.mxl,English,0.515,103,200,1.08152173913043,1.16511142850448,33.4267040149393,2.01086956521739,46,0.446601941747573,,,,
Mecca,Neval Nader,1994,"indian, rock, ambient, soundtrack, leftfield, hindustani classical, indie, indie rock, metal, death metal, electronic, misc, experimental, art rock","Wikifonia/Neval Nader, John Cluck Jr - Mecca.mxl",English,0.82,82,100,0.941176470588235,0.855472916014646,41.9710330821442,1.80392156862745,40,0.487804878048781,,,,
Last Night I Dreamt That Somebody Loved Me,The Smiths,1987,"american, alternative rock, pop rock, rock, indie pop, folk rock, indie, american rock, pop, rock pop, indie rock, alternative and punk, jangle pop, punk, post-punk",Wikifonia/The Smiths - Last Night I Dreamt That Somebody Loved Me.mxl,English,0.828282828282828,82,99,0.975247524752475,1.12877800750043,27.6425631981188,1.32673267326733,34,0.414634146341463,,,,
It's the Most Wonderful Time of the Year,Eddie Pola,2012,"christmas music, indie, jazz, holiday, pop, easy listening, christmas","Wikifonia/Eddie Pola, Geroge Wylie - It's the Most Wonderful Time of the Year.mxl",English,0.666666666666667,102,153,1.03472222222222,0.93847685732169,20.7920792079208,1.93055555555556,29,0.284313725490196,,,,
Fun To Be Fooled,Harold Arlen,Desconocido,Desconocido,"Wikifonia/Harold Arlen, Ira Gershwin - Fun To Be Fooled.mxl",English,0.701612903225807,87,124,1.07142857142857,1.0582523135735,35.732407127756,1.97321428571429,44,0.505747126436782,,,,
Mospel Gark,Josh Capozella,2019,"usul: evsat, form: tevşihilahi, makam: rast",Wikifonia/Josh Capozella - Mospel Gark.mxl,No Lyrics,1.02083333333333,49,48,0.78125,0.631133102487546,35.0595238095238,1.8125,24,0.489795918367347,,,,
School Days,Gus Edwards,1996,blues,"Wikifonia/Gus Edwards, Will Cobb - School Days.mxl",English,0.71875,138,192,1.02162162162162,0.883523393328968,28.0291970802919,2.00540540540541,54,0.391304347826087,,,,
Dance With My Father,Luther Vandross,2003,"r&b, r b, soul, contemporary r&b, quiet storm, pop, hip hop, christmas, vocal, old school soul, motown",Wikifonia/Luther Vandross - Dance With My Father.mxl,English,1.27459016393443,311,244,0.64,0.742787542527022,26.8172043010753,1.08533333333333,79,0.254019292604502,,,,
The Night We Called It A Day,Matt Dennis,1967,Desconocido,"Wikifonia/Matt Dennis, Tom Adair - The Night We Called It A Day.mxl",English,0.892857142857143,125,140,0.712765957446809,0.824027564765637,33.8213936601033,1.42553191489362,51,0.408,,,,
Habanera,Georges Bizet,Desconocido,Desconocido,"Wikifonia/Georges Bizet, Sebastian Yradier - Habanera.mxl",No Lyrics,1.15384615384615,150,130,0.859060402684564,0.405832216929391,17.1242627618467,1.66442953020134,55,0.366666666666667,,,,
At The End Of A Rainbow,Jimmy Krondes,1993,Desconocido,"Wikifonia/Jimmy Krondes, Sid Jacobson - At The End Of A Rainbow.mxl",English,1.15196078431373,235,204,0.672240802675585,0.659075055389099,23.036223036223,2.66220735785953,69,0.293617021276596,,,,
Lace Covered Window,Unknown,1967,"rock, folk rock",Wikifonia/Unknown - Lace Covered Window.mxl,English,1.16891891891892,173,148,0.670616113744076,0.581539955574783,35.0719822812846,2.6824644549763,58,0.335260115606936,,,,
Till The End Of The World,Vaughn Horton,Desconocido,"r&b, soul, contemporary r&b, pop, hip hop, electronic, urban soul",Wikifonia/Vaughn Horton - Till The End Of The World.mxl,English,0.666666666666667,144,216,1.21142857142857,0.896587635290106,24.3556443556444,6.05714285714286,49,0.340277777777778,,,,
Cserk?szindul?,Turry Peregrin,2015,Desconocido,"Wikifonia/Turry Peregrin, S?k S?ndor - Cserk?szindul?.mxl",Hungarian,1.14473684210526,87,76,0.837209302325581,0.466567503435788,16.4784053156146,3.2093023255814,35,0.402298850574713,,,,
Twisted,Wardel Gray,1949,Desconocido,"Wikifonia/Wardel Gray, Jon Hendricks - Twisted.mxl",No Lyrics,0.75,93,124,0.914728682170543,1.14324331974595,21.3354037267081,0.798449612403101,39,0.419354838709677,,,,
If I Were A Boy,BC Jean,2013,"r&b, r b, soul, soft rock, urban, contemporary r&b, ballad, replay av, pop, rnb/swing, adult contemporary","Wikifonia/BC Jean, Toby Gad - If I Were A Boy.mxl",No Lyrics,1.23780487804878,203,164,0.570143884892086,0.767791831060933,31.7963224893918,1.0863309352518,60,0.295566502463054,,,,
It's You Or No One,Jule Styne,1958,Desconocido,"Wikifonia/Jule Styne, Sammy Cahn - It's You Or No One.mxl",English,0.598484848484848,79,132,1.09401709401709,1.11694719769685,36.3492063492064,2,32,0.40506329113924,,,,
Je Cherche Fortune,Aristide Bruant,Desconocido,Folk,Wikifonia/Aristide Bruant - Je Cherche Fortune.mxl,French,0.663461538461538,69,104,1.42647058823529,0.601864174402386,19.0196078431373,11.4117647058824,28,0.405797101449275,,,,
Something To Live For,Billy Strayhorn,1963,Desconocido,Wikifonia/Billy Strayhorn - Something To Live For.mxl,No Lyrics,0.75,168,224,0.866141732283464,0.82556467328776,36.7489995034905,1.72834645669291,70,0.416666666666667,,,,
"I'll Take You Home Again, Kathleen",Thomas P. Westendorf,1998,Desconocido,"Wikifonia/Thomas P. Westendorf - I'll Take You Home Again, Kathleen.mxl",English,0.97,97,100,0.717557251908397,0.896024375693387,20.3769841269841,2.01526717557252,35,0.360824742268041,,,,
K-K-K-Katy,Geoffrey O'Hara,2023,Desconocido,Wikifonia/Geoffrey O'Hara - K-K-K-Katy.mxl,English,1.3125,126,96,0.576687116564417,0.588096358993855,28.1882384282384,1.14723926380368,52,0.412698412698413,,,,
The South American Way,Jimmy McHugh,Desconocido,"jazz, pop, easy listening, vocal, chanson française, swing","Wikifonia/Jimmy McHugh, Al Dubin - The South American Way.mxl",English,1.21153846153846,126,104,0.668965517241379,0.569999061267141,16.32,1.32413793103448,45,0.357142857142857,,,,
Just a little lovin',Zeke Clements,1979,"garage rock, rock, rock and roll, hardcore, hard rock, punk","Wikifonia/Zeke Clements, Eddy Arnold - Just a little lovin'.mxl",English,0.765151515151515,101,132,1.02479338842975,0.983019550492513,36.1333333333333,2.0495867768595,40,0.396039603960396,,,,
Doodle Doo Doo,Art Kassel,1990,Desconocido,"Wikifonia/Art Kassel, Mel Stitzel - Doodle Doo Doo.mxl",English,1.375,88,64,0.560747663551402,0.442804783751523,12.5779967159278,2.24299065420561,33,0.375,,,,
Ha majd a nyarunknak vege,Hungarian soldier's song,1997,oldies,Wikifonia/Hungarian soldier's song - Ha majd a nyarunknak vege.mxl,Hungarian,0.9375,30,32,0.717948717948718,0.782786539614039,47.3563218390804,1.84615384615385,16,0.533333333333333,,,,
"The Water Is Wide (O Waly, Waly)",trad. English or Scots ca. 17th C.,2020,Desconocido,"Wikifonia/trad. English or Scots ca. 17th C., trad. English or Scots - The Water Is Wide (O Waly, Waly).mxl",English,0.628378378378378,93,148,1.125,1.28391491151088,59.3478260869565,3.328125,40,0.43010752688172,,,,
Jump Monk,Charles Mingus,Desconocido,Desconocido,Wikifonia/Charles Mingus - Jump Monk.mxl,No Lyrics,0.864583333333333,166,192,0.882629107981221,1.10284678086465,14.3376623376623,1.90610328638498,40,0.240963855421687,,,,
Bluesette,Jean Thielemans,1994,Desconocido,"Wikifonia/Jean Thielemans, . - Bluesette.mxl",No Lyrics,0.756410256410256,236,312,0.903508771929825,0.846646502742033,23.5177304964539,2.58333333333333,83,0.351694915254237,,,,
DOWNTON ABBEY,Lunn,Desconocido,"movie soundtrack, score, soundtrack",Wikifonia/Lunn - DOWNTON ABBEY.mxl,No Lyrics,0.595238095238095,50,84,1.23809523809524,1.25943153861316,22.9094714809001,2.42857142857143,18,0.36,,,,
Somebody Loves Me,George Gershwin,Desconocido,Desconocido,"Wikifonia/George Gershwin, B.G. DeSylva, Ballard Macdonald - Somebody Loves Me.mxl",English,0.5625,72,128,1.11711711711712,1.18731082884879,31.0127431254192,3.16216216216216,36,0.5,,,,
K?r?si l?ny,Hungarian song,2009,"touhou, rock, downtempo, trip hop, indie rock, doujin, electronic, sillyname, post-punk",Wikifonia/Hungarian song - K?r?si l?ny.mxl,No Lyrics,1.28125,41,32,0.638297872340426,0.46929244681091,21.3333333333333,1.23404255319149,20,0.487804878048781,,,,
Ev'rything I've Got (Belongs To You),Richard Rodgers,1959,"smooth jazz, vocal jazz, jazz, jazz vocals, jazz: jazz vocals","Wikifonia/Richard Rodgers, Lorenz Hart - Ev'rything I've Got (Belongs To You).mxl",English,0.72887323943662,207,284,0.894568690095846,0.927302878604532,33.9472348465705,1.47603833865815,80,0.386473429951691,,,,
Satin Doll,Billy Strayhorn,2014,Desconocido,"Wikifonia/Billy Strayhorn, Duke Ellington - Satin Doll.mxl",English,0.855769230769231,89,104,0.8,1.02371871136558,34.8520923520924,2.052,39,0.438202247191011,,,,
Mimi,Richard Rodgers,1993,musical,"Wikifonia/Richard Rodgers, Lorenz Hart - Mimi.mxl",English,1.26470588235294,129,102,0.575581395348837,0.595000693083753,24.4270833333333,2.98255813953488,45,0.348837209302326,,,,
Something I Dreamed Last Night,Herbert Magidson,Desconocido,"smooth jazz, hard bop, cool jazz, jazz, bebop, post-bop, blues, jazz instrument, jazz / xrcd / xrcd24, trumpet jazz, piano blues","Wikifonia/Herbert Magidson, Jack Yellen, Sammy Fain - Something I Dreamed Last Night.mxl",English,1.36607142857143,153,112,0.504672897196261,0.499198705759957,32.8070175438597,0.920560747663551,50,0.326797385620915,,,,
Traumerai,Robert Schumann,1990,Desconocido,Wikifonia/Robert Schumann - Traumerai.mxl,No Lyrics,1.32,132,100,0.513513513513513,0.518397823945509,32.1919302071974,1.02162162162162,42,0.318181818181818,,,,
I'm A Fool To Want You,Frank Sinatra,1957,"vocal jazz, jazz, pop, traditional pop, easy listening, vocal, torch songs","Wikifonia/Frank Sinatra, Jack Wolf, Joel Herron - I'm A Fool To Want You.mxl",English,0.82312925170068,121,147,0.871951219512195,0.971580857918743,36.7257187257187,1.64634146341463,62,0.512396694214876,,,,
ANDANTE MAESTOSO PER PIANOFORTE,ALBERTO MARAFIOTI,2023,Desconocido,Wikifonia/ALBERTO MARAFIOTI - ANDANTE MAESTOSO PER PIANOFORTE.mxl,No Lyrics,1.675,67,40,0.479452054794521,0.514215873535847,24.8428188726696,2.7945205479452,36,0.537313432835821,,,,
PO BOX 117,Kevin Cavanaugh,Desconocido,Desconocido,Wikifonia/Kevin Cavanaugh - PO BOX 117.mxl,English,0.94949494949495,282,297,0.813888888888889,1.09991231412574,30.6840648477659,1.29444444444444,86,0.304964539007092,,,,
Ol' Man River,Jerome Kern,Desconocido,Desconocido,"Wikifonia/Jerome Kern, Oscar Hammerstein II - Ol' Man River.mxl",English,0.955882352941176,130,136,0.6875,0.740829349445606,19.6449545286755,1.890625,50,0.384615384615385,,,,
Love Is My Reason,Ivor Novello,1996,Desconocido,Wikifonia/Ivor Novello - Love Is My Reason.mxl,English,0.597014925373134,120,201,1.04210526315789,1.05546985769306,29.4117647058823,1.97894736842105,47,0.391666666666667,,,,
Agua De Beber,Antonio Carlos Jobim,1965,"bossa nova, brazilian pop, cool jazz, jazz, latin, pop","Wikifonia/Antonio Carlos Jobim, Vinicius de Moraes - Agua De Beber.mxl",English,0.916666666666667,99,108,0.808,0.828936668268451,40.4308390022676,1.464,44,0.444444444444444,,,,
Eine Insel fuer zwei,Unknown,1961,Pop,Wikifonia/Unknown - Eine Insel fuer zwei.mxl,German,0.842592592592593,91,108,0.877049180327869,0.800387906492836,31.989417989418,3.47540983606557,43,0.472527472527472,,,,
The Lamplighter's Serenade,Paul Francis Webster & Hoagy Carmichael,Desconocido,Desconocido,Wikifonia/Paul Francis Webster & Hoagy Carmichael - The Lamplighter's Serenade.mxl,English,1.25,125,100,0.608552631578948,0.523308982427749,29.4539868733417,1.79605263157895,62,0.496,,,,
Roses et papillons,Anonyme,2022,Desconocido,Wikifonia/Anonyme - Roses et papillons.mxl,No Lyrics,1.765625,113,64,0.5625,0.239745028251742,13.9030612244898,1.08928571428571,42,0.371681415929204,,,,
L-O-V-E,Bert Kaempfert,2007,"r&b, soul, jazz, neo soul, big band, classic pop vocals, easy listening, cover, swing, funk","Wikifonia/Bert Kaempfert, Milt Gabler - L-O-V-E.mxl",No Lyrics,0.7734375,99,128,1.01694915254237,0.945399663019966,43.5170951497482,2.03389830508475,46,0.464646464646465,,,,
A Little Street Where Old Friends Meet,Harry Woods,1953,Desconocido,"Wikifonia/Harry Woods, Gus Kahn - A Little Street Where Old Friends Meet.mxl",English,0.753333333333333,113,150,0.901840490797546,0.83786702553026,27.5170068027211,2.68711656441718,44,0.389380530973451,,,,
Please,Ralph Rainger,2021,"rock, rock and roll","Wikifonia/Ralph Rainger, Leo Robin - Please.mxl",English,0.8359375,107,128,0.810457516339869,1.05332733919198,42.6110503784433,2.33333333333333,50,0.467289719626168,,,,
Perfect Day,Lou Reed,1972,"techno_stage screen_soundtrack_techno_stage screen, pop rock, rock, album rock, soundtrack, rhythm and blues, general rock, pop, rock pop, singer-songwriter, love/pop, art rock, rock & roll, classic rock, glam, baroque pop, glam rock",Wikifonia/Lou Reed - Perfect Day.mxl,English,0.97979797979798,97,99,0.735074626865672,0.754811181557325,34.9404761904762,2.34141791044776,46,0.474226804123711,,,,
Mabel,Django Reinhardt,Desconocido,Desconocido,Wikifonia/Django Reinhardt - Mabel.mxl,No Lyrics,1,128,128,0.664021164021164,0.565382971368954,16.5354330708661,1.06878306878307,40,0.3125,,,,
Because Of You,Dudley Wilkinson,2017,"dubstep, electronic, house, drum and bass","Wikifonia/Dudley Wilkinson, Arthur Hammerstein - Because Of You.mxl",English,0.65625,84,128,1.01652892561983,1.10209020850187,24.1130756793407,2.97520661157025,41,0.488095238095238,,,,
Ugye gondolsz n?ha r?m,Hungarian soldier's song,2013,Desconocido,Wikifonia/Hungarian soldier's song - Ugye gondolsz n?ha r?m.mxl,Hungarian,1.09375,35,32,0.617021276595745,0.62919034394133,32.9411764705882,2.29787234042553,18,0.514285714285714,,,,
Juhu!!!,Jan Erik Massey,2005,Desconocido,Wikifonia/Jan Erik Massey - Juhu!!!.mxl,No Lyrics,0.770833333333333,37,48,0.75,0.25,35.1851851851852,,16,0.432432432432432,,,,
I Ain't Got Nothin' But The Blues,Duke Ellington,Desconocido,Desconocido,"Wikifonia/Duke Ellington, Don George - I Ain't Got Nothin' But The Blues.mxl",English,1.17142857142857,164,140,0.648325358851675,0.905596406286718,32.187076726954,1.20813397129187,54,0.329268292682927,,,,
